run_type,fold_count,epochs,batch_size,learning_rate,noise_type,noise_std,l1_weight,sample_noise_per_batch,batch_noise_std_options,latent_channels,max_samples,max_test_samples,best_fold,best_checkpoint_path,train_mse_mean,train_mse_std,val_mse_mean,val_mse_std,test_mse_mean,test_mse_std,train_rmse_mean,train_rmse_std,val_rmse_mean,val_rmse_std,test_rmse_mean,test_rmse_std,train_psnr_mean,train_psnr_std,val_psnr_mean,val_psnr_std,test_psnr_mean,test_psnr_std,train_ssim_mean,train_ssim_std,val_ssim_mean,val_ssim_std,test_ssim_mean,test_ssim_std,classification_train_accuracy_mean,classification_train_accuracy_std,classification_val_accuracy_mean,classification_val_accuracy_std,classification_test_accuracy_mean,classification_test_accuracy_std
script_single,2,80,32,0.001,gaussian,0.05,0.05,0,"0.04,0.05,0.06",96,480,120,1,experiments\checkpoints\cdae_denoise_focus.npz,0.0023797793120931424,2.3770490479664477e-06,0.00236285650189998,1.3985882142061217e-05,0.0023751813264090075,2.4805916750943527e-06,0.04878297570374849,2.4363510155694934e-05,0.04860900951377807,0.00014386100726961754,0.04873582541353741,2.5449365574973376e-05,26.23463531855069,0.0043379637045468655,26.26570260543901,0.025706437822293537,26.2430346665535,0.004535685996073013,,,,,,,0.7592592592592593,0.032407407407407385,0.35624999999999996,0.08541666666666667,0.32458333333333333,0.12458333333333332
